betweenness,word,index
47146.7319637,boot,1895
47142.0440735,speech,1896
47141.548065,pedestal,1897
47136.7863415,indican,1898
47136.5221571,latent,1899
47111.3334823,haggle,1900
47031.622653,error,1901
47011.8813915,wander,1902
46977.4526629,quarter,1903
46931.8180858,random,1904
46929.3747549,gentleness,1905
46929.3747549,meek,1906
46836.2527518,carnivorous,1907
46832.3572672,survive,1908
46816.9183085,longing,1909
46807.5461778,ticket,1910
46773.1283039,freehold,1911
46703.9736236,resultant,1912
46665.5360569,broil,1913
46659.8414527,deciduous,1914
46642.6125004,respiration,1915
46615.5282542,trumpet,1916
46550.5739182,respiratory,1917
46486.8325107,eared,1918
46471.7509871,cornea,1919
46422.4798161,keynote,1920
46353.3201419,ellipse,1921
46291.2915966,glyceryl,1922
46252.5861603,cloak,1923
46245.6127647,hasten,1924
46217.9181427,earnest,1925
46142.5825691,trespass,1926
46085.0557066,muse,1927
46043.1592803,lesion,1928
45998.767245,tenfold,1929
45969.6698659,cipher,1930
45907.1542153,cycle,1931
45864.4181669,unseasonable,1932
45817.4324926,jib,1933
45736.2895789,buttercup,1934
45702.6595762,appease,1935
45695.0597794,rubbish,1936
45627.5184066,obligatory,1937
45615.9666808,chimerical,1938
45607.147213,tendon,1939
45567.2720111,frog,1940
45556.5242123,habit,1941
45499.6426221,salicin,1942
45488.6946706,laureate,1943
45478.4196781,dancing,1944
45462.1593417,abate,1945
45437.7991227,plaid,1946
45411.7353717,ear,1947
45411.5720249,brilliant,1948
45408.2311546,diphtheria,1949
45390.2886671,herring,1950
45382.9837476,fragrant,1951
45376.6480008,turbary,1952
45371.4933586,mighty,1953
45361.8466753,rotary,1954
45352.9475508,collodion,1955
45343.7450695,science,1956
45281.85477,strain,1957
45280.7679985,recant,1958
45233.9478461,momentary,1959
45190.6807797,proprietor,1960
45179.9484515,citron,1961
45121.9790615,muscle,1962
45080.234857,viscous,1963
45059.0348531,masculine,1964
44928.6990036,breathe,1965
44877.6404764,seine,1966
44842.9872817,madam,1967
44828.6323013,tap,1968
44827.9168424,scallop,1969
44754.4477635,sinker,1970
44721.2250318,womanly,1971
44719.2294292,plank,1972
44707.1509933,secondary,1973
44697.3024617,splenetic,1974
44683.998723,dyeing,1975
44644.0602982,plural,1976
44634.4346641,conduct,1977
44627.0532277,wholesale,1978
44550.0321546,page,1979
44544.5540332,assemble,1980
44541.4283347,indicate,1981
44536.5271464,frantic,1982
44534.1414326,declination,1983
44513.5526352,impudently,1984
44508.006386,curve,1985
44477.5995297,cheap,1986
44451.8843932,harmless,1987
44395.8527871,unsubstantial,1988
44369.4256227,tense,1989
44349.8231948,wrist,1990
44336.521075,enumeration,1991
44316.6320054,bell,1992
44275.7081288,hopple,1993
44236.740986,capture,1994
44191.6674391,unfit,1995
44154.3490725,chain,1996
44137.6269766,copper,1997
44127.2395091,malicious,1998
44124.9213179,countor,1999
44091.6951285,abscess,2000
44080.8831808,diffused,2001
44059.8170858,deign,2002
44044.2387268,deference,2003
44044.2387268,respect,2004
44038.4385483,exhibition,2005
44022.0322665,mood,2006
43981.6858475,obligation,2007
43892.743093,recording,2008
43884.4505981,suborder,2009
43874.7028102,green,2010
43866.816342,bromine,2011
43834.033934,risk,2012
43823.4843249,triumph,2013
43782.5620694,transgression,2014
43772.3524518,lily,2015
43767.5931829,guile,2016
43766.518893,forbearance,2017
43716.7134963,lived,2018
43703.4936494,piston,2019
43695.220923,rent,2020
43695.220923,rant,2021
43691.4143541,adjure,2022
43686.708524,keen,2023
43661.9405149,yaffle,2024
43618.0637928,pardon,2025
43575.1986751,remark,2026
43575.1986751,comment,2027
43573.8610218,discord,2028
43549.8954107,bearded,2029
43546.2136303,symptom,2030
43498.6388658,confession,2031
43483.9592426,generative,2032
43452.8288967,affirmation,2033
43435.0283522,brief,2034
43376.0478708,puppet,2035
43352.5732587,irritability,2036
43320.929474,luck,2037
43288.1279918,possession,2038
43212.5504248,roasting,2039
43108.5790447,month,2040
43091.9566118,blade,2041
43073.8874522,moderately,2042
42962.7440608,relative,2043
42962.1046377,groom,2044
42943.532251,majestic,2045
42852.1518265,lamprey,2046
42812.0899969,noted,2047
42789.7580566,trance,2048
42780.7393988,glance,2049
42771.0200106,determined,2050
42744.50426,henceforth,2051
42740.7394806,stigma,2052
42731.8146549,scalenohedron,2053
42706.037742,putting,2054
42687.3423006,loblolly,2055
42581.1512915,stateliness,2056
42575.0532461,rake,2057
42551.7990575,armorial,2058
42547.3040168,following,2059
42527.9434003,aside,2060
42508.3780757,altitude,2061
42506.7085197,collective,2062
42498.0009005,analysis,2063
42426.1836099,boy,2064
42417.6573637,bowl,2065
42393.151461,boundless,2066
42384.9943692,help,2067
42380.8181994,tongue,2068
42362.2272898,depression,2069
42355.9935172,ballet,2070
42327.7184078,strenuous,2071
42316.9532493,midrib,2072
42314.553338,timepiece,2073
42303.5343483,chicanery,2074
42297.6037374,compass,2075
42268.2013118,lactam,2076
42259.878355,retard,2077
42243.4291562,voluntary,2078
42221.9237927,ovipositor,2079
42207.8593576,brewing,2080
42159.0455265,pruning,2081
42138.6432481,strongly,2082
42096.9149361,private,2083
42089.7409336,bud,2084
42033.8047756,pitching,2085
41997.173092,remain,2086
41988.9270809,deliberately,2087
41950.258271,archbishop,2088
41944.8089328,surpass,2089
41924.30716,future,2090
41893.200869,builder,2091
41865.3940185,sinuous,2092
41864.4367382,sprite,2093
41815.2355462,martial,2094
41795.7594082,burlesque,2095
41787.2685137,tetterwort,2096
41777.2200999,dwarf,2097
41761.9942431,fox,2098
41748.1453301,smoking,2099
41690.9273957,strength,2100
41635.3898547,ermine,2101
41599.3145851,prescription,2102
41599.0443626,wryneck,2103
41594.5054044,misleading,2104
41579.2391298,noun,2105
41553.0171751,fuller,2106
41511.6710157,tear,2107
41507.4144597,legitimate,2108
41505.1542773,excite,2109
41499.9013552,new,2110
41484.4453661,reek,2111
41484.4453661,rick,2112
41445.5639797,infallibly,2113
41426.3829253,immovable,2114
41423.6113668,painted,2115
41420.1259055,clam,2116
41418.7431964,maze,2117
41418.5305789,palmate,2118
41386.6832001,ungovernable,2119
41377.7928004,extremely,2120
41362.7916125,heir,2121
41362.5720728,goosander,2122
41353.971076,captivating,2123
41337.0521473,marmot,2124
41335.3088438,digestive,2125
41311.3510308,milkweed,2126
41307.7797015,pointing,2127
41307.2249697,pierce,2128
41239.6654977,spring,2129
41209.5589175,bewilder,2130
41175.0354334,ugly,2131
41156.438997,jurisprudence,2132
41127.0491316,attributable,2133
41115.5346736,meated,2134
41040.9089277,hardy,2135
41029.5172352,platform,2136
41021.0767928,wrong,2137
41004.8323343,joyous,2138
40961.8091877,cadency,2139
40950.9458457,superstructure,2140
40936.8925113,reel,2141
40868.691607,pilaster,2142
40862.6151416,hush,2143
40829.4512886,links,2144
40793.8136821,pulled,2145
40790.6809187,brownish,2146
40752.5949958,dotted,2147
40665.5925498,street,2148
40623.8388873,trawl,2149
40581.8707899,flag,2150
40570.6006044,project,2151
40568.0004637,saying,2152
40522.8708781,pronounced,2153
40477.4608725,slender,2154
40465.5040155,frustrate,2155
40429.2299543,gypsy,2156
40418.7441662,fortune,2157
40349.7657684,fief,2158
40315.5642866,friendly,2159
40280.6507131,chemical,2160
40278.1939879,incumbent,2161
40266.1484156,heterogeneous,2162
40254.7353982,strict,2163
40254.6542226,operate,2164
40254.5364026,pod,2165
40142.8794025,prevent,2166
40131.3416656,asternal,2167
40104.7361684,tourmaline,2168
40041.0546877,suppression,2169
39990.4144386,contempt,2170
39985.9497202,mallet,2171
39896.5726193,fang,2172
39885.3170611,education,2173
39857.0895144,flank,2174
39834.4960853,deceit,2175
39731.2063987,imprisonment,2176
39730.5937498,thyme,2177
39705.1743205,hull,2178
39665.3068604,emmet,2179
39654.1440573,reflex,2180
39642.4150437,sleeping,2181
39621.7811389,bonnet,2182
39587.6863929,concave,2183
39510.2867432,institute,2184
39493.6611713,secrete,2185
39443.4752965,trickery,2186
39437.3047987,artery,2187
39433.6214694,basement,2188
39423.293066,gleed,2189
39417.1463528,ileum,2190
39374.2777054,impregnation,2191
39367.1072327,tympanum,2192
39338.2896226,acacia,2193
39312.8967393,rue,2194
39307.204944,flowering,2195
39292.0746143,gender,2196
39261.3928368,olivine,2197
39230.7004915,uncommon,2198
39213.9914305,regiment,2199
39203.2826822,thrusting,2200
39193.7183511,honor,2201
39190.7888456,claw,2202
39167.9080165,venerate,2203
39134.976075,coast,2204
39087.6156882,cricket,2205
39050.4837154,sucrose,2206
38956.0329244,inorganic,2207
38930.6755995,exigency,2208
38904.0596482,uppermost,2209
38882.7833909,cure,2210
38834.6261889,unable,2211
38712.3016251,delay,2212
38691.795318,deal,2213
38681.4426041,th,2214
38659.5435708,effective,2215
38614.8129477,pity,2216
38611.4440941,collect,2217
38609.3848805,cope,2218
38586.6633008,muslin,2219
38576.3185859,investigation,2220
38564.5575737,cord,2221
38554.6107272,lemon,2222
38542.0615661,stannic,2223
38509.7498902,linseed,2224
38435.1029017,veranda,2225
38421.0939478,mint,2226
38420.7061766,seize,2227
38404.4111443,fainting,2228
38403.1187883,rogue,2229
38393.5311616,resting,2230
38359.2582623,tautog,2231
38357.27156,lieu,2232
38346.5821332,scare,2233
38317.9131051,roar,2234
38315.8251628,arrest,2235
38289.1065568,j,2236
38267.871239,contraction,2237
38249.5970594,paas,2238
38236.6246041,block,2239
38218.8351299,sphere,2240
38189.7238936,indistinction,2241
38174.5830556,impurity,2242
38082.6437923,madrigal,2243
37999.3674644,digit,2244
37998.1267009,mean,2245
37991.2642237,pyrocatechin,2246
37952.9050957,traverse,2247
37925.3282231,spiral,2248
37875.2103916,urgent,2249
37852.2461508,proxy,2250
37828.4621271,knee,2251
37822.568181,hydrochloric,2252
37797.652832,leg,2253
37794.0623256,impair,2254
37792.8302699,semilunar,2255
37773.227539,placenta,2256
37725.6157163,discipline,2257
37716.5655318,reputation,2258
37664.2623821,doublet,2259
37662.1265692,busy,2260
37643.0299444,deny,2261
37549.0778446,nature,2262
37455.5921302,damage,2263
37443.150563,ancient,2264
37426.3616118,treacherous,2265
37388.9148515,confer,2266
37312.7496406,variegate,2267
37308.334677,pole,2268
37299.9724455,toned,2269
37291.2122296,rind,2270
37288.8390172,bier,2271
37288.8390172,bear,2272
37276.381747,welcome,2273
37272.7461063,octahedron,2274
37267.378222,axial,2275
37232.0909499,memento,2276
37220.3232954,determinate,2277
37198.3975846,aloft,2278
37136.6163077,bank,2279
37130.858455,operation,2280
37125.0041938,filament,2281
37112.2742924,vassal,2282
37099.7759232,topsail,2283
37077.489731,equilateral,2284
37076.0303058,surbase,2285
37050.3439781,crocodile,2286
36940.9772877,porch,2287
36907.5270693,tedious,2288
36896.6822971,march,2289
36884.6909977,membranous,2290
36863.0513354,extirpate,2291
36816.6877832,suffice,2292
36743.3736578,weevil,2293
36725.2626677,symbol,2294
36721.0713601,prime,2295
36685.3464871,penetrate,2296
36665.9424768,spouse,2297
36656.1562959,gibe,2298
36654.5557093,galley,2299
36633.538026,dab,2300
36631.6723354,attribute,2301
36625.3784851,ichneumon,2302
36589.8556212,lath,2303
36588.2261456,puffin,2304
36584.5297463,incompetent,2305
36582.3594654,liver,2306
36564.3404702,tell,2307
36546.5153955,diffuseness,2308
36525.4352089,sulphate,2309
36510.5911891,magnetite,2310
36460.1287564,simple,2311
36454.1881983,zoisite,2312
36405.3907511,righteousness,2313
36401.9454171,engineering,2314
36364.3169457,spin,2315
36335.5093354,curd,2316
36324.9437562,league,2317
36286.3757541,evolute,2318
36272.6818101,drudge,2319
36246.9256763,tulip,2320
36225.5582143,lance,2321
36224.5400883,exclusive,2322
36195.8465486,tomb,2323
36194.0743865,cloud,2324
36159.3420776,projection,2325
36135.5373212,floral,2326
36132.2492663,infectious,2327
36108.3957693,preaxial,2328
36103.2455598,appendage,2329
36080.4613454,intent,2330
36024.3365102,drupe,2331
36005.326994,absolutely,2332
35917.8899294,monarch,2333
35907.0164623,involuntary,2334
35884.455598,defraud,2335
35858.9346945,undervalue,2336
35821.2722358,feud,2337
35774.4379665,unpleasant,2338
35764.5563534,vibration,2339
35739.4389766,admiral,2340
35716.4660912,exquisite,2341
35716.1333596,elder,2342
35632.8275737,eaves,2343
35593.3994814,abbess,2344
35584.3079921,lightness,2345
35564.9097439,peer,2346
35545.491703,pang,2347
35541.7130536,development,2348
35532.0845592,verdict,2349
35523.8743189,acceptable,2350
35476.3067669,expatiate,2351
35469.3076859,strong,2352
35433.1505139,probate,2353
35406.5914667,texture,2354
35377.7812563,blotch,2355
35369.8907566,diagram,2356
35361.1723635,median,2357
35351.780674,finder,2358
35329.9938766,rejoice,2359
35322.6910112,tailor,2360
35305.5155639,infinitesimal,2361
35286.485492,olive,2362
35254.9422663,manifestation,2363
35212.1368159,tablet,2364
35208.0994839,dressing,2365
35194.0534443,incomplete,2366
35187.6636274,trunk,2367
35160.9777507,sumptuous,2368
35086.0942772,displayed,2369
35078.4028668,retrograde,2370
35062.0411416,caviling,2371
35049.5744708,rapidly,2372
35031.5554852,fellow,2373
35031.1224001,felony,2374
35001.1273814,tales,2375
34991.8709532,palmitin,2376
34972.244843,conserve,2377
34948.6342301,solubility,2378
34946.7245034,smoothing,2379
34943.6384522,solar,2380
34911.153091,gizzard,2381
34898.2459522,buy,2382
34889.9154163,theosophist,2383
34889.9154163,theory,2384
34851.6777259,z,2385
34783.9431893,badger,2386
34749.5622984,laboratory,2387
34744.2770198,furnish,2388
34744.2770198,specimen,2389
34737.7020078,kettle,2390
34730.7143239,panther,2391
34722.357614,cone,2392
34691.068215,accessory,2393
34679.533997,confirmation,2394
34674.8027725,oxindol,2395
34621.9582291,came,2396
34601.0019944,absolute,2397
34597.7400765,ether,2398
34591.4236055,suspense,2399
34590.7961331,soon,2400
34564.4719376,summary,2401
34554.0358962,demagogue,2402
34549.8525952,nap,2403
34531.8716617,shelter,2404
34527.9100819,brightness,2405
34521.979412,theodolite,2406
34466.4385637,gallery,2407
34447.6485998,spire,2408
34443.5143275,quaking,2409
34434.6470558,sequestered,2410
34434.5265737,indulgence,2411
34410.0955531,flying,2412
34361.4732218,follow,2413
34330.3799397,reference,2414
34311.9635723,simoniacal,2415
34302.7711647,ownership,2416
34289.3779164,jaundice,2417
34286.4389554,frolicsome,2418
34237.9915889,mock,2419
34222.2368543,pome,2420
34203.7289941,amine,2421
34193.5372866,provision,2422
34192.4212709,knife,2423
34192.4212709,prune,2424
34170.715372,covet,2425
34164.8103995,displacement,2426
34120.0269235,equivalent,2427
34106.5411435,demurrer,2428
34014.6949715,joke,2429
34004.4045011,conjointly,2430
33986.5258564,x,2431
33969.5178767,heaving,2432
33968.7126285,cichoraceous,2433
33962.6261332,inflected,2434
33941.947263,school,2435
33924.3278519,regain,2436
33877.004089,tetter,2437
33775.765983,tibia,2438
33771.7919538,alternate,2439
33766.8566491,silent,2440
33766.4104756,minnow,2441
33756.9480682,fig,2442
33655.9217348,flavor,2443
33632.0149257,blastoderm,2444
33562.105381,fluorescence,2445
33507.7190567,reasonable,2446
33499.5431901,dissimilarity,2447
33451.8918907,foil,2448
33448.4235771,thorax,2449
33445.5056646,prepared,2450
33441.9589057,pilled,2451
33434.8927873,summit,2452
33432.7198013,follower,2453
33399.000715,modiolus,2454
33398.716106,harm,2455
33397.414546,past,2456
33390.5708546,impede,2457
33389.0044692,fetus,2458
33382.7317748,irresolute,2459
33351.8470029,derivation,2460
33332.5121303,enfeeble,2461
33317.3046494,exertion,2462
33316.2072731,villain,2463
33315.7984256,preternatural,2464
33288.989883,jail,2465
33288.989883,jailer,2466
33234.9424654,squall,2467
33212.7098201,blank,2468
33205.0611622,hypochlorite,2469
33193.4002087,calf,2470
33191.3196409,plotter,2471
33191.3196409,conspirator,2472
33190.3196409,conspiracy,2473
33168.3834065,gayness,2474
33168.3834065,finery,2475
33130.7435729,satellite,2476
33112.9350758,famous,2477
33102.8247837,cicatrix,2478
33085.2905555,warning,2479
33022.1505375,contractor,2480
33001.894221,argol,2481
32958.6448649,myosin,2482
32914.8789392,dogmatically,2483
32902.0491316,inattention,2484
32902.0491316,carelessness,2485
32902.0491316,predicable,2486
32891.5787137,leguminous,2487
32811.1560826,weasel,2488
32804.1698758,readiness,2489
32798.9513164,statue,2490
32790.790319,woven,2491
32782.3733125,prize,2492
32781.6919758,bowsprit,2493
32780.7535705,far,2494
32776.7498529,reduction,2495
32775.5261175,target,2496
32766.92212,marlin,2497
32755.5175178,slate,2498
32700.1211154,socage,2499
32692.0003996,election,2500
32650.7641869,meditate,2501
32648.4364508,finely,2502
32641.6874986,comet,2503
32616.1175522,need,2504
32614.6597876,eccentricity,2505
32588.9634798,renowned,2506
32583.1972464,fable,2507
32557.1283172,hack,2508
32556.7904084,gun,2509
32550.8621156,credible,2510
32550.8621156,credibility,2511
32544.1984622,temperate,2512
32537.6236148,mortification,2513
32522.4444789,skull,2514
32485.3533028,cathartic,2515
32434.182222,module,2516
32424.8038185,seaweed,2517
32406.5940065,houseleek,2518
32404.4822139,bite,2519
32402.3818043,succor,2520
32372.0376173,instill,2521
32363.6972967,rehearse,2522
32358.2801994,poison,2523
32328.7435122,bar,2524
32287.7226042,outwork,2525
32278.2800815,slay,2526
32251.2551523,effort,2527
32232.4509483,rubiaceous,2528
32213.9850044,search,2529
32212.647429,extrusion,2530
32208.87535,fortress,2531
32193.7214183,dolomite,2532
32179.1390823,irresolution,2533
32170.9822194,mead,2534
32147.5723464,famine,2535
32143.9478591,justify,2536
32085.8215465,enthusiast,2537
32066.4273805,bastard,2538
32008.6485214,file,2539
32007.4818746,conversion,2540
31991.5854648,acute,2541
31974.6982604,pleasing,2542
31953.188451,male,2543
31917.4709025,cubic,2544
31916.2841212,vein,2545
31881.7809417,pollen,2546
31872.8032938,climbing,2547
31856.5051515,glede,2548
31852.2995938,podium,2549
31849.2826954,brace,2550
31845.4235885,bit,2551
31840.6533021,heresy,2552
31832.1695844,ratio,2553
31812.7657586,wulfenite,2554
31797.6714439,primarily,2555
31794.0563758,syllable,2556
31788.7638983,derangement,2557
31747.6067224,pending,2558
31741.6020448,mislead,2559
31682.2230006,nether,2560
31638.3935332,impotent,2561
31631.7931425,friar,2562
31623.90237,prickle,2563
31617.8950351,close,2564
31609.6551203,protector,2565
31603.218669,twisted,2566
31586.6198037,espalier,2567
31575.5802286,model,2568
31543.0245005,winch,2569
31510.0560454,impregnate,2570
31489.7554715,livid,2571
31452.9468785,distinguishing,2572
31450.9988763,grant,2573
31450.0045118,yea,2574
31438.2131482,participle,2575
31437.1580035,chronometer,2576
31427.7294063,chimpanzee,2577
31425.3844599,affection,2578
31397.2323409,chromite,2579
31394.9024018,quickly,2580
31382.747342,split,2581
31345.6789996,incommode,2582
31345.6789996,inconvenience,2583
31321.5420829,delusive,2584
31307.3752235,heron,2585
31295.0960784,glooming,2586
31205.9986297,asa,2587
31142.8196851,slip,2588
31137.9396816,nativity,2589
31125.165009,training,2590
31102.1586036,maybe,2591
31062.7359056,rosy,2592
31050.5702083,urea,2593
31045.0196066,memorandum,2594
31044.7457596,tramp,2595
31041.6991673,spleen,2596
30968.5138457,unlawful,2597
30962.2248739,harbinger,2598
30952.0765405,compassionate,2599
30950.9021269,wildly,2600
30948.4634874,tempered,2601
30937.0098571,paltry,2602
30932.8914405,dolt,2603
30908.8757786,upward,2604
30906.2004118,starling,2605
30905.2513565,budding,2606
30836.6874119,bugle,2607
30833.4664035,gunwale,2608
30820.3994035,measured,2609
30810.8365134,lobster,2610
30801.4454599,awn,2611
30800.6555753,haste,2612
30800.0815356,siege,2613
30786.8424964,nonconductor,2614
30784.9360486,bawl,2615
30784.8450164,yarn,2616
30783.0653328,discordant,2617
30775.4516177,low,2618
30771.130264,columbine,2619
30698.2949108,stoutly,2620
30675.0504202,catechu,2621
30672.6203452,encounter,2622
30658.5927015,doctor,2623
30623.6673363,abroach,2624
30603.3363521,tranquil,2625
30574.2194487,brass,2626
30569.5757909,grisly,2627
30537.4343542,spine,2628
30535.3158776,casein,2629
30520.8061431,expose,2630
30510.2014499,cannon,2631
30495.3186155,decimal,2632
30477.2080145,curry,2633
30456.6051045,defile,2634
30453.8274887,impervious,2635
30335.0415348,yard,2636
30331.3271628,surveying,2637
30327.8517493,bight,2638
30322.9666915,cyanogen,2639
30312.3295136,spurge,2640
30309.4947808,calyx,2641
30282.9957443,staircase,2642
30278.9388275,concentrate,2643
30264.0061432,draught,2644
30254.9800845,forego,2645
30241.5560677,largely,2646
30229.3359365,bug,2647
30218.760706,illimitable,2648
30206.4352487,fantastic,2649
30180.0204161,umbilical,2650
30159.7828208,cheerful,2651
30139.6432412,indefinitely,2652
30127.8228255,wale,2653
30111.7527431,fringe,2654
30098.6296698,missile,2655
30067.2097313,hatchel,2656
30051.4434401,entablature,2657
30038.3093295,lathe,2658
30035.268839,quiet,2659
30005.1163209,wax,2660
29985.5481562,discuss,2661
29956.7734065,analogous,2662
29951.5630028,prodigal,2663
29876.6451653,secretary,2664
29868.6389507,urobilin,2665
29857.6495593,chosen,2666
29855.8945421,dream,2667
29849.8249537,blemish,2668
29845.3762173,oval,2669
29831.241454,chrysolite,2670
29810.6947357,glimmer,2671
29781.3206085,bark,2672
29773.6831131,await,2673
29768.7572685,phenyl,2674
29739.370854,allow,2675
29734.1771946,compare,2676
29725.8462623,sensation,2677
29703.1566443,o,2678
29698.2607384,germ,2679
29684.8720531,ruin,2680
29672.7499427,embryonic,2681
29672.0851488,snuff,2682
29634.4171031,rashly,2683
29627.4129018,behave,2684
29627.4077512,mucus,2685
29607.4836646,horrible,2686
29531.1441039,thunder,2687
29479.3909383,penal,2688
29413.4369163,azure,2689
29408.7340923,push,2690
29401.5671923,diagonally,2691
29381.7041558,loathing,2692
29351.7232708,regularly,2693
29339.5979975,angled,2694
29335.5044982,curculio,2695
29331.8010635,fickle,2696
29262.5407371,wet,2697
29249.9516271,monastery,2698
29244.0747543,beard,2699
29242.8928776,warbler,2700
29239.61591,damp,2701
29235.9367909,atom,2702
29233.4886394,indeterminate,2703
29221.4101997,net,2704
29204.5728972,crank,2705
29202.311408,vigilant,2706
29188.164535,perpetual,2707
29167.9528231,negative,2708
29165.5058616,vision,2709
29143.9197591,chivalrous,2710
29129.2155927,disgust,2711
29106.9743086,transmission,2712
29105.6859786,benevolent,2713
29032.2894326,yellows,2714
29019.3027635,chitinous,2715
29014.2614429,diminutive,2716
29009.527017,weaving,2717
29005.1636421,rational,2718
28997.5276852,servant,2719
28990.1914331,cohesion,2720
28984.0805202,fly,2721
28962.1010372,save,2722
28959.8115333,stratification,2723
28953.6295063,tract,2724
28953.1275125,adopted,2725
28953.1081616,cage,2726
28925.9443966,swiftness,2727
28908.5918988,shout,2728
28859.5222021,south,2729
28843.4694274,honey,2730
28838.3427899,twining,2731
28833.5383053,projectile,2732
28816.2662357,shrike,2733
28807.396983,indiscrimination,2734
28796.0324975,likewise,2735
28758.316022,loft,2736
28753.7407844,packing,2737
28750.0942289,hazardous,2738
28719.4474892,sworn,2739
28709.9104819,pike,2740
28709.5688011,concerning,2741
28679.2168866,verbosity,2742
28674.520012,corridor,2743
28672.1336571,alluvial,2744
28618.5331146,sheep,2745
28615.7332537,mesh,2746
28582.6479824,implant,2747
28576.6584007,resigned,2748
28569.3899906,abatement,2749
28561.5814764,slyly,2750
28552.7403801,seizure,2751
28530.7594966,coach,2752
28499.6773641,weakly,2753
28499.2248324,engage,2754
28486.9856468,chitin,2755
28482.6694185,abdominal,2756
28475.6676933,incombustible,2757
28402.1555669,solid,2758
28397.0545597,blockhead,2759
28367.592924,torch,2760
28366.8877987,intestinal,2761
28365.2131054,curate,2762
28358.6680677,merit,2763
28358.320982,pledge,2764
28355.9145254,ending,2765
28347.7375306,consequent,2766
28346.8147775,pig,2767
28346.8147775,piggin,2768
28331.8479533,periphery,2769
28320.0345079,map,2770
28310.1754562,dissimilitude,2771
28287.6293643,enterprise,2772
28283.57036,extremity,2773
28248.4898516,assure,2774
28247.2427477,imperative,2775
28198.7022091,dormant,2776
28190.019493,tail,2777
28185.39232,celebrated,2778
28182.8787252,filbert,2779
28181.0432652,pyralid,2780
28156.5155367,rocket,2781
28128.6759411,pubis,2782
28127.8546986,urinarium,2783
28127.8546986,urinary,2784
28125.1383189,sumpter,2785
28076.8991996,petiole,2786
28072.686139,turret,2787
28053.0813082,inform,2788
28032.0120717,refined,2789
28000.0754496,cowbird,2790
27996.1876203,breeze,2791
27990.4211609,flame,2792
27966.3943596,ripple,2793
27933.3779349,eject,2794
27929.2980579,viscid,2795
27919.1037534,recompense,2796
27917.3407608,fraternal,2797
27913.8385396,medic,2798
27906.3159482,turning,2799
27881.6163957,outgrowth,2800
27877.4728656,chicory,2801
27865.2481347,stipend,2802
27843.7645417,surrender,2803
27840.1365705,crosswise,2804
27797.3000516,bastion,2805
27785.597934,transfer,2806
27769.9317411,old,2807
27760.1647251,flout,2808
27731.1746671,ardor,2809
27720.3804187,mite,2810
27698.5389476,burn,2811
27698.5389476,cautery,2812
27692.5307052,stately,2813
27672.9865958,degeneration,2814
27671.5076181,tumor,2815
27611.4850488,trypsin,2816
27593.3296649,porter,2817
27577.4009167,construction,2818
27575.8371992,solemn,2819
27539.0581514,governable,2820
27506.1954611,whitish,2821
27488.5058705,hymn,2822
27487.5592044,officinal,2823
27480.1240767,accept,2824
27456.291499,guffaw,2825
27444.8778128,descending,2826
27443.1125853,pelt,2827
27440.0619267,combustion,2828
27438.1332893,bridle,2829
27415.8127047,orifice,2830
27407.2765378,granite,2831
27403.8591406,cat,2832
27401.9279093,dishonor,2833
27398.6163613,promote,2834
27397.9440953,carpet,2835
27387.8018189,leaved,2836
27368.5674984,shed,2837
27362.4183552,impudent,2838
27355.1738935,peroration,2839
27349.7088653,warn,2840
27349.4785794,annual,2841
27346.8665417,fortuitous,2842
27328.48359,correctly,2843
27274.883225,etherin,2844
27249.9649608,panel,2845
27242.6476718,trefoil,2846
27239.3311156,float,2847
27236.1681068,infinitive,2848
27206.5062073,profuse,2849
27193.3143392,smack,2850
27189.8003552,stress,2851
27160.0889332,misfortune,2852
27084.117641,oration,2853
27079.6043981,vernation,2854
27073.8375488,herpes,2855
27052.0172278,proceeds,2856
27046.3309979,pen,2857
27045.662669,giddy,2858
27034.1262779,coupling,2859
27009.8685564,angular,2860
26991.3214045,olivary,2861
26973.9132754,bail,2862
26968.7977633,load,2863
26965.7779031,wage,2864
26922.690352,string,2865
26917.4311002,conclusion,2866
26902.857209,loop,2867
26870.5196774,drake,2868
26841.6749406,governor,2869
26837.2223391,sharply,2870
26829.3606392,vetch,2871
26829.3606392,till,2872
26804.5554855,halves,2873
26777.7296876,fickleness,2874
26757.1499546,insertion,2875
26715.6835303,tint,2876
26706.5861553,register,2877
26692.0227516,equity,2878
26690.7550499,endeavor,2879
26674.4563615,variation,2880
26672.0334922,squid,2881
26664.1034132,crossbar,2882
26598.1540434,frequently,2883
26593.9629716,coarsely,2884
26572.285373,channel,2885
26552.0203653,fallen,2886
26547.7657443,relish,2887
26536.2564073,disregard,2888
26497.3723561,decree,2889
26490.6054566,unconditional,2890
26447.6937464,doggerel,2891
26447.2342253,count,2892
26437.2309933,license,2893
26434.0088196,politic,2894
26419.7340746,coterie,2895
26413.8592864,repeat,2896
26412.0640411,sour,2897
26403.9498905,compact,2898
26366.6497503,intensify,2899
26365.2663311,abbreviation,2900
26330.2624731,impatience,2901
26327.3557468,starboard,2902
26311.0664878,iris,2903
26293.2680491,globular,2904
26285.5806259,soot,2905
26282.1867594,hypochlorous,2906
26258.5683307,shroud,2907
26239.589411,mathematics,2908
26224.5520457,disdain,2909
26221.5569522,continuity,2910
26218.816859,acidulous,2911
26209.8589196,mesial,2912
26206.3615072,cow,2913
